Time_s,ADC
47720.23,0.172
47732.869,0.1714
47770.773,0.1696
47783.412,0.1726
47808.682,0.1702
47821.316,0.1714
47833.951,0.1696
47846.591,0.172
47871.863,0.172
47884.499,0.1685
47897.138,0.1714
47909.773,0.172
47922.409,0.1696
47935.042,0.1708
47960.313,0.1691
47972.947,0.1696
47985.584,0.1708
48010.859,0.1696
48023.496,0.1708
48036.139,0.1702
48074.064,0.1702
48086.709,0.1679
48099.353,0.1685
48111.991,0.1679
48137.266,0.1696
48149.908,0.1673
48200.459,0.1679
48225.74,0.1673
48238.38,0.1661
48251.025,0.1685
48263.666,0.1679
48276.31,0.1667
48301.598,0.1655
48339.53,0.1673
48352.174,0.1655
48364.816,0.1631
48377.457,0.1637
48390.095,0.1626
48415.373,0.1655
48428.012,0.1661
48453.295,0.1637
48465.938,0.1626
48478.58,0.1643
48503.863,0.1626
48516.502,0.1637
48529.146,0.1649
48541.785,0.162
48554.428,0.1643
48567.075,0.1626
48592.357,0.1637
48604.999,0.1614
48617.644,0.162
48630.289,0.1637
48642.937,0.162
48655.58,0.1643
48680.874,0.1608
48693.523,0.1643
48706.172,0.162
48718.821,0.1608
48731.471,0.162
48756.767,0.1602
48794.725,0.159
48807.376,0.162
48820.024,0.159
48832.677,0.1608
48845.325,0.1614
48857.977,0.1584
48883.266,0.1596
48908.565,0.1614
48921.217,0.159
48933.865,0.1602
48959.162,0.1572
48971.813,0.1608
48997.118,0.1596
49009.77,0.1561
49022.422,0.1596
49047.717,0.1584
49060.365,0.1578
49085.663,0.1572
49110.964,0.1549
49123.618,0.1572
49136.271,0.1537
49148.922,0.1566
49161.569,0.1537
49174.221,0.1561
49199.537,0.1525
49212.185,0.1549
49224.836,0.1519
49237.484,0.1549
49250.138,0.1507
49275.446,0.1507
49288.101,0.1513
49300.754,0.1501
49313.405,0.149
49326.056,0.1513
49338.705,0.1496
49364.013,0.1496
49376.666,0.149
49389.322,0.146
49401.979,0.1478
49414.633,0.1466
49427.289,0.1472
49452.603,0.1442
49465.261,0.1448
49477.917,0.1472
49490.574,0.1442
49503.227,0.1454
49528.54,0.1442
49553.847,0.1448
49566.504,0.1425
49579.159,0.1413
49591.814,0.1442
49604.468,0.1419
49629.779,0.1442
49667.748,0.143
49680.407,0.1407
49693.059,0.1389
49718.375,0.1419
49743.693,0.1407
49756.354,0.1413
49781.674,0.1401
49794.336,0.1436
49807.001,0.1389
49819.658,0.1383
49832.315,0.1413
49844.978,0.1383
49870.302,0.1383
49882.959,0.1377
49895.615,0.1371
49908.276,0.1365
49920.937,0.1395
49933.597,0.136
49958.911,0.1377
49971.57,0.1348
49984.228,0.1336
49996.901,0.133
50009.552,0.1336
50034.853,0.133
50060.152,0.1295
50072.801,0.1324
50085.452,0.1295
50098.102,0.1283
50110.725,0.1318
50135.98,0.13
50148.612,0.1295
50161.238,0.1277
50173.869,0.1312
50186.5,0.13
50199.13,0.1295
50224.386,0.1253
50237.014,0.1247
50249.64,0.1277
50262.27,0.1247
50274.896,0.1271
50287.522,0.1253
50312.785,0.1265
50325.416,0.1235
50338.039,0.1271
50350.666,0.1247
50363.294,0.1224
50388.551,0.1218
50413.809,0.1212
50426.44,0.1218
50439.069,0.1224
50451.698,0.1212
50464.327,0.1224
50476.957,0.12
50502.212,0.1188
50514.845,0.1194
50527.473,0.1176
50540.104,0.1147
50552.733,0.1164
50565.365,0.1153
50590.623,0.1135
50603.254,0.1164
50615.884,0.1129
50628.516,0.1135
50641.15,0.1111
50653.786,0.1099
50679.044,0.1105
50716.943,0.1094
50729.574,0.1117
50742.206,0.1076
50754.836,0.1094
50767.468,0.1064
50792.735,0.1046
50817.999,0.104
50830.63,0.1058
50855.903,0.1046
50881.17,0.1034
50906.436,0.1034
50919.07,0.1046
50944.333,0.1017
50956.968,0.1011
50969.6,0.0993
50982.235,0.1011
51020.146,0.0969
51032.779,0.0993
51045.408,0.0975
51058.038,0.0958
51070.67,0.0975
51083.298,0.0958
51108.557,0.0928
51121.188,0.0934
51133.823,0.0952
51159.094,0.0946
51184.365,0.0934
51209.627,0.091
51234.893,0.0946
51247.531,0.094
51260.165,0.0922
51272.808,0.094
51285.445,0.0916
51298.08,0.091
51323.35,0.091
51335.986,0.0928
51348.618,0.094
51361.251,0.0928
51373.888,0.0922
51386.528,0.0964
51411.804,0.0969
51424.439,0.0958
51449.713,0.0964
51474.978,0.0969
51487.61,0.0993
51500.246,0.0981
51525.528,0.0981
51538.162,0.0993
51550.799,0.1005
51563.433,0.0999
51601.343,0.1023
51613.981,0.1034
51639.256,0.0999
51651.898,0.0987
51664.539,0.1011
51689.822,0.0987
51702.461,0.0981
51753.022,0.0975
51765.663,0.0993
51778.304,0.1011
51803.577,0.1023
51816.218,0.1017
51828.863,0.0993
51866.784,0.0981
51879.425,0.0999
51892.069,0.0975
51904.708,0.0999
51917.348,0.0975
51929.991,0.0969
51955.273,0.0987
51967.914,0.0975
51980.554,0.0958
52005.838,0.0964
52018.48,0.0987
52031.119,0.0975
52056.405,0.0981
52069.048,0.0987
52081.689,0.0969
52094.333,0.0975
52106.978,0.0987
52119.62,0.0981
52144.908,0.0969
52170.196,0.0958
52195.483,0.0952
52208.129,0.0946
52220.772,0.0958
52246.058,0.0964
52271.354,0.0958
52284.003,0.094
52296.652,0.0969
52309.3,0.094
52321.948,0.0969
52334.597,0.0934
52359.887,0.0958
52372.533,0.0922
52385.178,0.094
52397.824,0.0952
52410.472,0.0964
52423.116,0.0952
52448.41,0.0946
52473.698,0.0934
52486.343,0.0916
52511.638,0.0922
52524.282,0.0934
52536.927,0.0928
52587.514,0.0898
52600.159,0.091
52612.808,0.0922
52625.458,0.0904
52638.108,0.0881
52663.401,0.0875
52676.049,0.0893
52701.344,0.0875
52713.989,0.0898
52726.636,0.0887
52739.284,0.0881
52764.585,0.0893
52777.236,0.0863
52789.883,0.0857
52802.532,0.0863
52815.184,0.0887
52827.838,0.0875
52853.141,0.0857
52865.797,0.0875
52878.448,0.0898
52891.096,0.0863
52903.745,0.0875
52916.393,0.0887
52954.345,0.0887
52966.994,0.0863
52979.643,0.0851
52992.293,0.0881
53004.943,0.0887
53017.598,0.0851
53042.904,0.0887
53055.56,0.0875
53068.208,0.0857
53080.857,0.0875
53093.511,0.0863
53106.16,0.0887
53131.467,0.0863
53144.12,0.0875
53169.423,0.0881
53194.723,0.0863
53207.374,0.0869
53220.023,0.0863
53245.323,0.0839
53257.972,0.0869
53270.623,0.0833
53295.927,0.0839
53321.231,0.0833
53333.883,0.0828
53359.189,0.0851
53371.847,0.0863
53409.804,0.0857
53422.459,0.0851
53435.116,0.0845
53460.425,0.0869
53473.077,0.0845
53485.732,0.0839
53498.39,0.0845
53511.044,0.0839
53523.698,0.081
53561.663,0.0822
53586.972,0.0833
53599.624,0.081
53612.285,0.0792
53624.943,0.0828
53637.599,0.0798
53662.912,0.0798
53675.571,0.0828
53688.226,0.0816
53713.542,0.0798
53726.2,0.0833
53738.862,0.0816
53764.179,0.0822
53776.839,0.0798
53789.497,0.081
53802.153,0.0804
53814.814,0.0822
53827.471,0.0798
53865.45,0.081
53878.115,0.0822
53890.772,0.0798
53903.445,0.0828
53928.767,0.0804
53941.43,0.0816
53966.75,0.0786
53979.415,0.0816
53992.081,0.081
54004.745,0.0798
54017.408,0.0816
54030.066,0.0804
54068.047,0.0822
54080.712,0.0804
54093.374,0.0816
54106.034,0.0822
54131.354,0.0828
54144.014,0.0833
54181.992,0.0816
54194.655,0.0828
54219.976,0.0798
54257.964,0.081
54270.627,0.0804
54308.607,0.0798
54321.271,0.0804
54333.933,0.0822
54346.592,0.0798
54359.255,0.0828
54371.915,0.0786
54397.243,0.0816
54409.904,0.081
54422.57,0.0822
54435.233,0.0798
54447.898,0.0816
54460.559,0.0833
54485.889,0.0792
54498.555,0.0833
54511.217,0.0798
54523.881,0.0828
54536.545,0.0804
54549.211,0.0822
54574.54,0.0828
54587.201,0.0786
54599.867,0.0828
54612.537,0.0816
54625.202,0.0804
54650.528,0.0816
54675.852,0.0822
54688.516,0.0792
54701.178,0.0822
54713.84,0.0804
54726.505,0.081
54739.168,0.0792
54764.49,0.0798
54777.156,0.0804
54802.485,0.0792
54815.148,0.078
54827.813,0.0786
54840.477,0.0822
54865.811,0.0798
54891.149,0.0792
54903.817,0.0816
54916.497,0.0798
54929.173,0.0804
54954.51,0.0763
54979.853,0.0798
54992.526,0.0786
55005.222,0.078
55017.852,0.0768
55030.482,0.0798
55043.112,0.0792
55080.996,0.0768
55093.625,0.0792
55118.883,0.0786
55131.515,0.0804
55144.146,0.0798
55169.406,0.0804
55182.037,0.0763
55194.668,0.0804
55207.296,0.078
55219.933,0.0763
55232.565,0.0792
55257.828,0.0768
55283.081,0.0792
55295.71,0.0774
55308.338,0.078
55320.966,0.0768
55333.593,0.0763
55358.85,0.078
55371.479,0.0745
55384.106,0.0768
55396.73,0.078
55409.357,0.0774
55421.987,0.081
55447.248,0.0763
55459.878,0.0757
55485.133,0.078
55510.398,0.0757
55523.031,0.0768
55535.663,0.0786
55560.925,0.078
55573.559,0.0768
55586.191,0.078
55598.825,0.0804
55611.454,0.0768
55624.091,0.078
55649.354,0.0774
55661.985,0.0792
55674.616,0.0774
55687.249,0.081
55699.881,0.0792
55712.512,0.0763
55737.776,0.0798
55750.404,0.0768
55763.036,0.0804
55775.666,0.0768
55788.299,0.078
55800.926,0.0804
55838.819,0.0792
55851.447,0.0786
55864.079,0.078
55876.708,0.0816
55889.34,0.0786
55914.601,0.0786
55939.86,0.0798
55952.493,0.0786
55965.126,0.0768
55977.759,0.0786
55990.391,0.0757
56015.66,0.0763
56028.294,0.0757
56040.927,0.0763
56053.557,0.078
56066.191,0.0768
56078.825,0.0757
56116.719,0.0774
56129.356,0.0757
56141.991,0.0768
56154.628,0.0786
56167.257,0.0774
56179.893,0.0763
56205.163,0.0774
56230.446,0.0798
56243.084,0.0786
56280.99,0.078
56293.625,0.0786
56306.263,0.081
56331.539,0.0792
56344.176,0.078
56356.809,0.0816
56369.445,0.0786
56382.081,0.0816
56394.718,0.078
56419.987,0.081
56432.624,0.0798
56445.257,0.0822
56457.894,0.0798
56470.526,0.0792
56483.158,0.0798
56521.056,0.0822
56533.695,0.0828
56546.33,0.0816
56558.962,0.0833
56584.225,0.0828
56622.13,0.0822
56647.405,0.0792
56660.041,0.0798
56672.678,0.0828
56685.312,0.0822
56697.947,0.081
56710.584,0.0792
56735.856,0.0822
56748.492,0.0792
56761.127,0.0798
56811.677,0.0816
56824.314,0.0828
56849.588,0.0828
56862.227,0.0822
56874.867,0.081
56887.508,0.0804
56900.143,0.0822
56912.786,0.081
56938.063,0.0804
56950.699,0.0828
56963.335,0.0822
56975.972,0.081
56988.61,0.0833
57001.249,0.0845
57039.178,0.0833
57051.821,0.0822
57064.466,0.0839
57077.104,0.0822
57089.744,0.0804
57102.387,0.0822
57127.662,0.0839
57140.302,0.0816
57152.943,0.0804
57178.228,0.0798
57190.869,0.081
57203.505,0.0822
57228.782,0.0833
57254.064,0.0828
57266.705,0.0839
57291.989,0.0822
57304.633,0.0839
57317.276,0.0833
57342.564,0.0804
57355.21,0.0828
57367.852,0.0845
57380.491,0.0822
57393.132,0.0851
57418.419,0.0839
57443.703,0.0857
57456.346,0.0845
57468.99,0.0851
57481.633,0.0857
57494.279,0.0845
57506.923,0.0833
57532.213,0.0828
57544.859,0.0833
57557.507,0.0839
57570.15,0.0845
57582.794,0.0828
57620.724,0.0851
57633.373,0.0869
57658.655,0.0839
57683.952,0.0863
57696.597,0.0869
57734.532,0.0863
57823.053,0.0857
57835.698,0.0845
57848.344,0.0863
57860.993,0.0875
57873.639,0.0845
57886.285,0.0875
57911.578,0.0869
57924.224,0.0828
57936.869,0.0857
57949.519,0.0839
57962.167,0.0863
57974.816,0.0845
58012.758,0.0857
58025.407,0.0839
58038.055,0.0875
58050.705,0.0851
58063.353,0.0869
58076.003,0.0863
58101.3,0.0845
58113.95,0.0863
58126.601,0.0881
58139.249,0.0851
58151.899,0.0875
58177.195,0.0851
58202.501,0.0869
58215.154,0.0863
58227.805,0.0875
58253.112,0.0851
58265.766,0.0881
58278.418,0.0869
58303.719,0.0875
58316.37,0.0863
58341.673,0.0887
58354.326,0.0869
58366.993,0.0881
58379.646,0.0893
58417.604,0.0869
58430.257,0.0875
58442.915,0.0893
58455.568,0.0875
58468.223,0.0857
58493.53,0.0887
58506.181,0.0863
58531.481,0.0887
58544.134,0.0875
58556.788,0.0857
58569.439,0.0898
58594.741,0.0881
58607.393,0.0887
58620.043,0.0869
58632.692,0.0893
58645.343,0.0875
58670.646,0.0887
58695.956,0.0869
58708.607,0.0875
58721.261,0.0893
58733.915,0.0863
58746.564,0.0887
58759.215,0.0875
58784.519,0.0869
58797.17,0.0875
58809.829,0.0898
58822.484,0.0881
58835.139,0.0863
58847.796,0.0875
58873.111,0.0839
58885.768,0.0857
58911.078,0.0863
58923.735,0.0875
58936.391,0.0887
58949.049,0.0875
58974.361,0.0869
58987.018,0.0881
58999.674,0.0851
59024.985,0.0839
59037.642,0.0857
59050.298,0.0869
59075.607,0.0863
59088.26,0.0845
59100.917,0.0839
59113.573,0.0857
59126.228,0.0839
59138.883,0.0822
59164.19,0.0822
59176.844,0.0798
59189.498,0.0816
59202.156,0.078
59214.809,0.0816
59227.464,0.078
59252.778,0.0786
59265.433,0.078
59278.087,0.0792
59290.745,0.078
59303.403,0.0763
59328.717,0.0757
59354.031,0.0751
59366.69,0.0774
59379.345,0.0727
59392.003,0.0733
59404.66,0.0757
59429.976,0.0733
59442.629,0.0727
59455.287,0.0739
59467.942,0.0709
59480.6,0.0721
59493.273,0.0733
59518.556,0.0709
59531.199,0.0715
59543.844,0.0698
59556.487,0.0703
59569.127,0.0692
59581.775,0.0721
59607.038,0.0698
59619.662,0.0709
59632.285,0.0692
59644.907,0.068
59670.146,0.0686
59682.763,0.0674
59720.616,0.0674
59733.234,0.0638
59758.472,0.0656
59771.087,0.065
59783.71,0.0656
59796.334,0.0615
59821.577,0.0644
59834.198,0.0615
59846.818,0.0609
59859.434,0.0621
59872.056,0.0632
59884.675,0.0597
59909.92,0.0603
59935.164,0.0573
59947.784,0.0567
59960.405,0.0562
59973.027,0.055
59998.279,0.0573
60036.149,0.0562
60048.775,0.0538
60061.398,0.055
60074.019,0.0526
60086.641,0.0562
60111.901,0.0591
60124.53,0.055
60137.157,0.0532
60149.784,0.0538
60162.41,0.055
60175.037,0.0532
60200.287,0.0526
60212.912,0.0544
60225.537,0.0538
60238.165,0.0532
60250.796,0.0544
60263.423,0.0508
60288.678,0.0508
60301.305,0.0532
60313.93,0.0526
60326.556,0.052
60339.186,0.0508
60351.813,0.0514
60377.068,0.0526
60389.696,0.0485
60402.321,0.0461
60414.945,0.0437
60427.578,0.0461
60440.209,0.0455
60465.469,0.0467
60478.1,0.0449
60528.616,0.0455
60541.244,0.0432
60553.872,0.0426
60566.502,0.042
60591.766,0.042
60604.395,0.0426
60629.656,0.0408
60642.288,0.0414
60654.912,0.0437
60667.538,0.0408
60705.418,0.0355
60730.676,0.039
60743.302,0.0372
60755.932,0.0366
60768.56,0.0372
60781.185,0.0378
60806.438,0.0396
60819.063,0.0402
60831.691,0.042
60844.319,0.0437
60856.946,0.0467
60869.571,0.0597
60894.823,0.0745
60920.076,0.0774
60932.708,0.0768
60945.339,0.0745
60957.968,0.0786
60983.224,0.0751
60995.852,0.0763
61008.48,0.0792
61021.111,0.0798
61033.74,0.0768
61046.368,0.078
61071.626,0.0763
61084.257,0.0798
61096.885,0.081
61109.516,0.0786
61122.148,0.078
61147.414,0.0816
61172.672,0.0816
61185.302,0.0798
61197.934,0.0786
61210.566,0.0798
61223.201,0.0828
61248.459,0.0833
61286.353,0.0828
61298.981,0.081
61324.243,0.0822
61336.872,0.0804
61349.501,0.081
61374.769,0.0822
61400.03,0.0828
61412.66,0.0857
61425.291,0.0828
61437.923,0.0857
61450.559,0.0869
61463.195,0.0851
61488.456,0.0916
61501.084,0.091
61513.718,0.0904
61526.355,0.0922
61538.99,0.0916
61564.257,0.091
61589.524,0.1005
61602.163,0.1023
61614.795,0.1011
61640.063,0.1034
61652.696,0.1011
61677.96,0.1034
61703.229,0.1034
61715.864,0.104
61728.503,0.1052
61741.139,0.1017
61753.773,0.1034
61779.048,0.1058
61791.682,0.104
61804.32,0.1052
61816.953,0.1058
61829.588,0.1082
61842.223,0.1052
61867.499,0.1058
61880.137,0.1094
61892.775,0.1088
61905.413,0.1082
61918.054,0.1076
61930.692,0.1105
61955.965,0.1099
61968.602,0.1105
61981.238,0.1088
62006.515,0.1099
62019.148,0.1094
62031.788,0.1117
62057.068,0.1123
62069.708,0.1141
62082.345,0.1135
62094.981,0.1147
62107.619,0.1135
62120.261,0.1164
62145.534,0.1164
62158.172,0.1153
62170.822,0.1147
62183.458,0.1176
62196.096,0.1153
62208.735,0.1123
62234.012,0.1023
62246.651,0.0999
62259.293,0.1017
62271.933,0.1023
62284.57,0.1064
62297.208,0.1212
62335.124,0.1212
62360.4,0.1235
62373.036,0.1253
62385.674,0.1241
62398.311,0.1235
62410.952,0.1218
62436.229,0.1241
62448.88,0.1247
62461.519,0.123
62474.157,0.1253
62486.796,0.123
62512.078,0.1265
62524.72,0.1277
62537.36,0.1289
62549.999,0.1283
62562.631,0.1289
62575.277,0.1265
62600.553,0.1277
62613.193,0.1271
62625.832,0.1277
62638.467,0.1283
62651.108,0.1306
62663.754,0.1289
62689.036,0.1295
62701.678,0.1306
62726.962,0.1289
62739.605,0.1295
62752.246,0.1312
62764.892,0.1318
62802.818,0.13
62815.462,0.1306
62840.744,0.1324
62853.39,0.1318
62878.671,0.1289
62891.311,0.1312
62916.592,0.1312
62929.235,0.13
62954.519,0.1324
62979.804,0.133
62992.447,0.1324
63005.087,0.1306
63043.014,0.133
63055.654,0.1306
63080.935,0.1312
63093.576,0.1318
63106.217,0.1324
63118.855,0.1312
63144.143,0.1318
63156.789,0.1324
63169.435,0.1312
63182.074,0.1306
63194.713,0.1342
63207.353,0.1336
63232.633,0.1306
63245.275,0.1324
63257.919,0.1348
63270.561,0.1336
63283.206,0.1342
63295.847,0.1336
63321.128,0.1306
63333.772,0.1318
63346.414,0.1342
63359.059,0.1336
63371.704,0.1306
63396.994,0.133
63409.635,0.1348
63422.279,0.1371
63434.918,0.1354
63447.56,0.1377
63460.205,0.1383
63498.128,0.136
63510.769,0.1371
63523.412,0.1377
63548.712,0.1395
63561.356,0.1401
63586.642,0.1419
63611.929,0.1442
63624.572,0.1478
63637.216,0.1466
63649.861,0.1496
63662.51,0.1507
63675.157,0.1525
63700.456,0.1602
63713.105,0.1637
63725.749,0.1679
63738.4,0.1661
63751.043,0.1685
63763.687,0.1673
63788.982,0.1691
63801.63,0.1673
63814.277,0.1667
63826.927,0.1685
63852.226,0.1673
63864.874,0.1667
63890.168,0.1661
63915.473,0.1673
63928.122,0.1696
63953.418,0.1679
63978.724,0.1661
64004.027,0.1673
64041.984,0.1673
64067.281,0.1667
64079.932,0.1679
64092.581,0.1691
64105.229,0.1679
64130.528,0.1696
64155.826,0.1673
64168.474,0.1696
64181.122,0.1702
64193.779,0.1673
64206.438,0.1685
64257.037,0.1679
64307.634,0.1702
64332.935,0.1685
64358.239,0.1696
64383.546,0.1679
64396.201,0.1673
64421.506,0.1685
64434.157,0.1673
64446.809,0.1702
64459.464,0.1696
64472.118,0.1685
64484.77,0.1679
64510.091,0.1685
64522.708,0.1702
64535.324,0.1679
64547.944,0.1691
64560.565,0.1708
64573.184,0.1702
64611.044,0.1691
64623.665,0.1685
64648.906,0.1702
64661.522,0.1696
64674.142,0.1691
64686.763,0.1708
64711.997,0.1714
64724.62,0.1685
64749.861,0.172
64762.488,0.1685
64775.104,0.1714
64787.73,0.1679
64838.217,0.1679
64850.835,0.1708
64876.082,0.172
64888.702,0.1702
64901.325,0.1714
64926.572,0.1708
64951.821,0.1696
64964.442,0.1702
64977.069,0.1708
64989.697,0.1691
65002.321,0.1708
65014.945,0.1714
65040.19,0.172
65052.812,0.1702
65065.434,0.1714
65078.059,0.1702
65090.684,0.1696
65103.306,0.172
65141.18,0.1714
65153.805,0.1691
65166.431,0.1696
65179.056,0.1726
65191.677,0.1696
65216.93,0.1714
65229.554,0.1691
65242.18,0.1708
65254.805,0.1726
65267.428,0.1702
65280.055,0.1691
65305.312,0.1708
65330.569,0.1702
65343.198,0.1726
65368.46,0.1702
65393.72,0.1726
65406.345,0.1702
65444.212,0.1726
65456.838,0.1691
65469.463,0.1702
65482.086,0.172
65507.342,0.1726
65519.967,0.1708
65557.845,0.1702
65570.47,0.1714
65583.099,0.1708
65595.728,0.172
65608.356,0.1702
65620.982,0.1696
65646.232,0.1726
65671.484,0.1714
65684.114,0.1696
65696.745,0.1744
65709.375,0.1702
65722.004,0.172
65747.257,0.1691
65759.886,0.1708
65785.145,0.1726
65810.397,0.1714
65823.023,0.1702
65835.65,0.1732
65860.901,0.1726
65873.529,0.1702
65898.789,0.1696
65911.419,0.1732
65936.677,0.1702
65949.303,0.1708
65974.564,0.1702
65999.816,0.1696
66012.447,0.172
66025.076,0.1714
66037.708,0.1732
66088.223,0.1714
66100.853,0.1726
66113.487,0.1702
66126.121,0.1726
66138.749,0.1702
66151.383,0.1732
66201.909,0.1732
66214.545,0.1714
66239.806,0.1696
66252.435,0.172
66277.701,0.1726
66290.336,0.1714
66315.612,0.1732
66328.245,0.172
66340.876,0.1714
66353.507,0.1726
66366.14,0.1702
66378.769,0.1708
66404.03,0.1726
66416.662,0.1702
66429.294,0.172
66441.929,0.1708
66454.56,0.172
66467.193,0.1708
66492.457,0.1714
66505.086,0.1696
66517.715,0.1732
66530.348,0.1708
66542.979,0.1714
66555.613,0.1726
66580.873,0.1726
66593.506,0.1714
66606.139,0.1732
66618.773,0.1691
66631.41,0.1714
66644.042,0.1726
66669.314,0.1702
66681.946,0.1708
66694.578,0.1702
66707.209,0.1708
66719.837,0.1738
66732.475,0.1702
66770.378,0.1732
66783.011,0.1726
66795.647,0.1702
66808.281,0.1726
66833.548,0.1708
66871.449,0.1702
66884.085,0.1732
66896.718,0.1714
66909.354,0.1732
66921.992,0.1702
66947.256,0.1726
66972.532,0.1732
66985.162,0.1726
66997.795,0.172
67010.428,0.1708
67023.067,0.1738
67035.704,0.1708
67060.972,0.1702
67073.607,0.172
67086.243,0.1714
67098.878,0.1708
67111.516,0.172
67124.151,0.1732
67149.416,0.1714
67162.051,0.1726
67174.684,0.1708
67199.951,0.1738
67212.59,0.1732
67225.222,0.1702
67250.497,0.1708
67263.131,0.1726
67275.767,0.1732
67288.41,0.1714
67313.686,0.1732
67338.958,0.1702
67389.515,0.1708
67402.152,0.1702
67414.794,0.1708
67427.428,0.1726
67440.067,0.1732
67490.622,0.1714
67515.905,0.1702
67528.548,0.172
67541.19,0.1726
67553.831,0.1708
67566.472,0.1702
67579.111,0.1726
67629.681,0.172
67642.321,0.1702
67654.962,0.1708
67667.604,0.1702
67680.246,0.1726
67692.887,0.1696
67718.174,0.1726
67756.095,0.1732
67768.739,0.1702
67781.384,0.1732
67794.028,0.1714
67831.964,0.1702
67844.608,0.172
67857.249,0.1732
67869.896,0.1702
67882.538,0.1732
67895.181,0.1714
67920.468,0.1708
67933.108,0.1696
67945.746,0.1708
67958.391,0.172
67971.031,0.1708
67983.677,0.1732
68008.972,0.1732
68034.261,0.1714
68046.905,0.1708
68059.55,0.1732
68072.196,0.1702
68084.84,0.1744
68110.133,0.1708
68148.075,0.1714
68160.722,0.1732
68186.012,0.1738
68198.658,0.1732
68211.301,0.1702
68236.592,0.1714
68261.881,0.1732
68274.529,0.1708
68287.174,0.1738
68299.819,0.172
68312.469,0.1708
68363.065,0.1714
68388.366,0.1732
68401.016,0.1726
68413.664,0.1702
68426.312,0.1714
68438.963,0.1732
68464.262,0.1708
68476.915,0.1696
68489.569,0.1726
68502.219,0.1738
68514.872,0.1732
68527.523,0.1702
68565.469,0.1708
68578.123,0.172
68590.771,0.1738
68603.425,0.1714
68628.73,0.1732
68654.025,0.172
68666.67,0.1732
68679.318,0.1708
68691.968,0.1732
68704.616,0.1708
68717.272,0.172
68742.574,0.1702
68755.223,0.1714
68767.873,0.1732
68805.824,0.1714
68831.123,0.172
68843.771,0.1726
68881.719,0.1708
68907.018,0.1702
68919.668,0.1708
68932.319,0.1738
68944.967,0.1708
68957.617,0.1702
68982.918,0.1708
68995.568,0.1714
69008.231,0.1726
69020.88,0.1732
69033.533,0.1708
69046.19,0.1714
69071.492,0.1702
69084.145,0.1726
69096.802,0.1732
69109.454,0.1708
69122.107,0.172
69134.761,0.1708
69160.066,0.1732
69198.035,0.1708
69210.686,0.1702
69223.339,0.172
69235.993,0.1702
69248.648,0.1726
69286.624,0.1708
69324.598,0.1702
69337.252,0.1714
69349.904,0.172
69362.555,0.1714
69375.208,0.1726
69438.491,0.1696
69451.146,0.1708
69463.824,0.1732
69489.048,0.1714
69501.659,0.1696
69514.273,0.1726
69564.735,0.1726
69577.348,0.1708
69589.97,0.172
69602.583,0.1726
69615.193,0.1714
69640.425,0.1702
69653.038,0.1708
69665.648,0.1732
69678.259,0.1696
69690.873,0.1714
69703.488,0.172
69728.712,0.1702
69741.33,0.1726
69753.944,0.172
69766.558,0.1696
69779.169,0.1726
69804.404,0.172
69829.638,0.1726
69842.261,0.1732
69854.878,0.1714
69880.111,0.172
69892.725,0.1702
69905.343,0.172
69930.577,0.1714
69943.194,0.1702
69955.816,0.1696
69968.432,0.1702
69981.055,0.1708
69993.674,0.1696
70018.913,0.1702
70031.531,0.1732
70056.776,0.1726
70069.393,0.1714
70082.01,0.172
70094.63,0.1708
70132.484,0.1714
70145.099,0.1702
70157.719,0.1708
70170.339,0.172
70182.958,0.1732
70195.579,0.172
70220.817,0.1714
70233.437,0.172
70246.06,0.1702
70258.679,0.1708
70271.297,0.1732
70283.917,0.172
70321.775,0.172
70347.018,0.1708
70359.636,0.1702
