T_amb_C,T_MCU_C
50.040,52.850
50.039,52.100
50.038,51.100
50.035,50.850
50.031,51.350
50.028,52.350
50.029,51.600
50.030,53.350
50.032,52.350
50.034,53.100
50.038,52.100
50.044,53.100
50.050,52.100
50.052,52.600
50.048,53.350
50.040,52.600
50.032,52.100
50.028,53.850
50.024,52.100
50.020,53.350
50.016,51.100
50.012,52.350
50.012,52.100
50.019,53.350
50.025,52.600
50.031,52.350
50.037,52.100
50.043,53.350
50.033,52.100
50.020,54.100
50.007,53.350
50.007,51.850
50.007,53.350
50.008,50.850
50.008,52.850
50.008,52.600
50.009,51.600
50.009,52.100
50.011,51.850
50.013,52.600
50.016,53.350
50.019,52.100
50.024,52.600
50.026,53.600
50.027,51.850
50.026,53.100
50.026,52.350
50.026,53.100
50.025,52.600
50.025,53.600
50.025,50.850
50.024,52.100
50.024,53.600
50.024,52.600
50.023,52.350
50.023,52.850
50.023,52.350
50.022,52.850
50.022,53.100
50.021,52.100
50.021,52.600
50.021,52.100
50.020,53.600
50.020,52.350
50.028,51.600
50.033,52.350
50.037,52.100
50.034,52.350
50.028,52.100
50.023,52.600
50.030,52.850
50.037,51.350
50.045,52.100
50.059,52.600
50.063,52.350
50.063,53.350
50.063,52.100
50.063,52.350
50.064,52.850
50.064,52.350
50.064,52.100
50.064,52.600
50.064,52.100
50.055,52.350
50.050,52.100
50.041,51.350
50.037,52.350
50.033,52.600
50.035,52.850
50.037,51.100
50.039,52.600
50.039,53.350
50.035,53.100
50.030,53.350
50.027,52.600
50.026,53.350
50.026,53.850
50.025,51.350
50.025,52.600
50.021,51.600
50.014,52.600
50.008,53.600
50.008,53.350
50.009,52.600
50.011,51.350
50.012,52.600
50.015,52.850
50.016,52.350
50.017,52.850
50.019,52.100
50.020,53.350
50.022,52.100
50.023,53.350
50.025,52.100
50.026,52.350
50.028,52.600
50.034,53.350
50.035,52.350
50.040,53.600
50.041,51.850
50.043,52.850
50.044,52.100
50.044,52.850
50.045,54.100
50.046,52.850
50.047,52.100
50.045,54.100
50.041,52.600
50.052,52.850
50.058,52.350
50.064,52.100
50.067,53.100
50.068,52.350
50.065,53.600
50.062,52.350
50.056,53.100
50.053,52.100
50.050,53.850
50.047,52.350
50.044,53.350
50.041,52.600
50.035,52.100
50.032,53.100
50.033,52.350
50.034,52.600
50.035,52.100
50.035,52.600
50.036,52.100
50.036,52.850
50.037,52.100
50.037,52.350
50.038,52.600
50.038,53.100
50.039,52.850
50.039,52.350
50.040,52.100
50.038,52.850
50.033,52.600
50.030,53.600
50.027,51.600
50.025,52.850
50.020,52.600
50.029,52.350
50.045,52.600
50.049,52.350
50.047,53.600
50.045,52.350
50.043,52.600
50.041,53.350
50.038,52.600
50.036,53.600
50.035,53.350
50.033,52.100
50.032,53.600
50.031,53.350
50.029,53.100
50.021,52.600
50.000,52.850
50.002,51.600
50.004,53.600
50.005,52.850
50.005,53.350
50.005,52.850
50.005,53.350
50.005,52.600
50.005,53.100
50.006,53.350
50.007,53.600
50.008,52.850
50.009,51.350
50.010,52.600
50.011,53.600
50.012,53.100
50.013,52.600
50.014,52.350
50.014,52.100
50.014,52.850
50.014,53.600
50.014,52.600
50.014,52.350
50.015,52.100
50.015,52.850
50.015,53.350
50.015,53.100
50.015,53.600
50.015,53.350
50.015,53.600
50.015,52.600
50.016,53.100
50.016,53.600
50.016,52.100
50.016,54.100
50.022,53.850
50.038,53.350
50.037,52.100
50.034,53.350
50.032,52.350
50.029,53.850
50.027,53.350
50.024,52.350
50.019,52.600
50.023,53.350
50.026,53.600
50.027,53.850
50.028,52.100
50.029,52.350
50.031,52.850
50.032,52.350
50.033,52.850
50.034,53.350
50.036,51.600
50.037,54.100
50.038,52.100
50.040,52.850
50.041,54.100
50.042,52.600
50.043,52.100
50.045,54.100
50.046,52.600
50.042,53.100
50.038,52.100
50.035,52.350
50.040,52.850
50.044,53.850
50.046,53.350
50.042,52.100
50.039,54.100
50.027,53.600
50.020,52.600
50.018,51.850
50.019,52.600
50.019,53.850
50.020,53.100
50.021,52.350
50.021,52.600
50.022,53.600
50.022,54.350
50.023,52.100
50.023,52.350
50.024,53.850
50.025,53.350
50.025,53.600
50.026,52.600
50.027,51.850
50.025,53.100
50.015,52.350
50.005,52.850
49.999,54.600
50.003,54.100
50.006,54.350
50.010,52.850
50.012,53.600
50.015,52.100
50.016,51.850
50.015,53.600
50.015,52.350
50.015,52.850
50.014,54.100
50.014,52.600
50.014,53.600
50.014,52.350
50.014,53.350
50.013,53.100
50.013,53.600
50.013,52.350
50.013,53.350
50.014,53.850
50.014,52.100
50.015,53.350
50.015,52.600
50.016,53.350
50.016,54.350
50.017,53.350
50.017,53.600
50.017,53.350
50.018,52.100
50.018,53.350
50.019,52.350
50.019,53.350
50.020,52.350
50.020,52.600
50.020,53.600
50.021,52.350
50.021,52.100
50.022,53.850
50.023,51.100
50.031,52.350
50.040,53.600
50.040,52.100
50.027,53.850
50.007,53.350
50.006,53.850
50.004,52.350
50.007,52.100
50.012,52.850
50.016,52.600
50.021,52.100
50.025,53.100
50.027,52.850
50.023,53.850
50.025,52.850
50.026,52.100
50.028,53.350
50.032,53.600
50.033,52.600
50.032,53.350
50.032,53.850
50.029,53.100
50.023,51.350
50.018,53.100
50.021,52.600
50.025,53.600
50.030,53.850
50.034,52.100
50.039,53.350
50.042,53.600
50.041,52.350
50.040,53.350
50.039,53.850
50.039,53.600
50.039,53.850
50.038,53.350
50.036,52.100
50.034,53.600
50.031,51.850
50.028,53.350
50.026,53.600
50.023,52.350
50.017,52.850
50.015,53.850
50.012,52.100
50.009,52.350
50.006,52.850
50.004,53.350
50.011,53.100
50.014,53.350
50.018,53.600
50.021,52.350
50.024,52.600
50.029,53.350
50.032,51.600
50.034,52.100
50.037,53.600
50.041,53.850
50.044,53.350
50.046,53.850
50.046,52.100
50.045,52.600
50.048,53.350
50.038,52.850
50.027,53.100
50.019,53.850
50.018,53.100
50.017,52.350
50.016,53.600
50.016,52.350
50.015,53.600
50.013,53.350
50.012,52.600
50.012,52.850
50.011,52.350
50.010,52.100
50.009,52.600
50.010,52.850
50.013,52.100
50.015,52.350
50.017,52.600
50.018,52.100
50.017,52.850
50.016,52.350
50.015,52.600
50.015,53.850
50.014,53.350
50.013,54.100
50.012,53.350
50.011,52.850
50.010,53.350
50.011,52.100
50.013,52.600
50.023,52.350
50.024,52.850
50.021,53.600
50.015,52.600
50.011,52.350
50.008,52.850
50.005,53.350
50.002,51.600
49.999,52.600
50.028,53.350
50.031,52.350
49.990,53.350
49.948,52.850
49.906,52.350
49.864,52.600
49.822,53.600
49.780,52.350
49.739,53.600
49.697,52.600
49.613,52.350
49.572,52.100
49.530,52.350
49.488,53.600
49.404,52.850
49.363,53.600
49.321,52.350
49.279,53.350
49.237,52.100
49.170,52.350
49.091,53.350
49.012,52.100
48.933,52.600
48.853,53.600
48.775,53.350
48.620,53.600
48.543,52.350
48.466,51.350
48.388,52.350
48.249,52.100
48.181,51.100
48.110,53.100
48.039,52.850
47.968,52.100
47.826,53.350
47.755,51.850
47.684,52.850
47.613,53.100
47.542,52.350
47.472,51.350
47.401,52.350
47.330,51.850
47.259,52.600
47.188,52.350
47.117,53.350
47.046,52.600
46.974,52.100
46.900,52.600
46.834,52.350
46.769,52.600
46.704,50.850
46.639,51.100
46.445,49.850
46.381,51.850
46.316,52.600
46.251,51.350
46.186,52.100
46.119,51.100
46.050,51.350
45.982,50.350
45.914,51.350
45.845,50.600
45.777,51.350
45.642,49.850
45.574,50.600
45.440,50.850
45.306,51.600
45.239,50.100
45.169,49.600
45.100,49.850
45.030,51.100
44.961,49.850
44.892,50.350
44.822,50.100
44.683,48.850
44.614,48.600
44.545,49.600
44.475,48.850
44.406,49.850
44.337,49.350
44.267,49.100
44.129,50.350
44.060,48.850
43.921,49.850
43.849,48.600
43.775,49.600
43.702,49.850
43.628,48.850
43.480,49.350
43.406,48.100
43.335,49.100
43.264,49.350
43.122,47.850
43.051,48.600
42.981,47.600
42.910,48.350
42.838,47.850
42.767,47.600
42.695,49.100
42.624,48.100
42.552,48.850
42.481,47.850
42.409,49.100
42.338,47.850
42.194,47.600
42.123,47.850
42.054,47.350
41.988,46.600
41.922,47.850
41.853,47.350
41.782,47.850
41.571,46.850
41.498,47.850
41.273,47.600
41.133,46.600
40.992,47.350
40.922,46.850
40.852,45.850
40.781,47.100
40.641,46.600
40.570,46.850
40.428,46.600
40.356,45.600
40.212,46.350
40.141,46.600
40.069,45.600
39.925,46.350
39.853,45.350
39.782,44.350
39.710,44.100
39.638,46.600
39.572,44.350
39.505,45.350
39.439,45.100
39.373,45.600
39.307,45.100
39.241,44.850
39.175,44.350
39.110,45.600
39.044,45.350
38.978,44.350
38.913,44.850
38.843,45.100
38.772,44.350
38.702,44.600
38.631,45.600
38.560,44.350
38.346,44.100
38.272,44.850
38.198,43.100
38.125,44.350
38.051,43.100
37.978,44.600
37.904,43.850
37.831,43.600
37.759,42.600
37.691,43.600
37.622,43.350
37.485,43.600
37.416,43.100
37.348,43.350
37.278,43.100
37.137,43.350
37.066,43.100
36.995,42.850
36.925,41.850
36.854,42.850
36.783,42.350
36.710,43.600
36.637,41.600
36.564,41.850
36.491,43.100
36.419,42.100
36.346,42.350
36.133,41.600
36.064,42.350
35.996,42.100
35.928,40.850
35.860,42.100
35.791,40.850
35.723,41.100
35.655,41.850
35.586,42.850
35.518,41.850
35.450,41.100
35.227,40.350
35.148,42.100
35.077,41.850
35.008,42.100
34.938,40.600
34.869,41.600
34.800,40.600
34.730,41.100
34.661,40.600
34.592,39.850
34.523,40.600
34.453,40.850
34.384,40.600
34.316,40.350
34.248,39.850
34.180,41.100
34.110,39.850
34.040,39.600
33.970,39.850
33.899,40.100
33.827,39.850
33.679,40.100
33.605,39.850
33.531,39.600
33.457,38.600
33.390,39.600
33.323,40.100
33.256,39.350
33.188,39.600
33.121,38.600
33.054,39.600
32.985,38.350
32.914,39.100
32.842,38.600
32.770,38.850
32.698,39.850
32.627,38.850
32.555,39.350
32.483,37.350
32.411,38.350
32.340,38.600
32.197,38.350
32.125,37.600
32.054,38.600
31.911,37.350
31.696,38.600
31.625,37.600
31.554,37.850
31.482,37.600
31.339,36.350
31.268,35.850
31.198,36.350
31.127,37.350
31.057,37.100
30.987,37.350
30.916,38.100
30.846,37.850
30.776,36.100
30.706,36.600
30.566,35.850
30.496,36.600
30.355,37.600
30.285,36.600
30.146,36.100
30.076,36.850
30.006,36.100
29.867,35.100
29.658,35.350
29.518,36.600
29.449,35.350
29.309,34.600
29.239,35.100
29.170,35.350
29.100,35.600
29.030,33.350
28.961,35.600
28.892,35.100
28.753,34.600
28.684,34.350
28.615,35.350
28.546,34.350
28.476,34.100
28.407,34.850
28.338,34.100
28.269,34.600
28.130,35.350
28.061,34.100
27.992,33.600
27.923,34.600
27.853,34.350
27.715,35.350
27.646,34.100
27.507,32.850
27.438,33.100
27.369,34.350
27.300,33.350
27.231,34.850
27.161,33.350
27.021,34.350
26.949,34.100
26.876,32.850
26.803,33.100
26.730,33.350
26.658,32.850
26.585,33.100
26.511,33.350
26.438,32.350
26.367,32.850
26.225,32.100
25.940,31.600
25.871,30.850
25.801,31.850
25.731,32.100
25.386,31.600
25.317,30.850
25.248,31.850
25.179,31.350
25.161,30.850
25.145,31.350
25.128,31.600
25.111,31.350
25.094,30.850
25.077,31.850
25.060,30.850
25.043,32.350
25.027,30.850
24.993,30.350
24.976,31.350
24.959,30.850
24.942,31.350
24.926,30.850
24.929,30.100
24.945,31.350
24.960,30.600
24.981,29.850
25.003,29.600
25.025,31.100
25.046,29.600
25.068,29.850
25.090,30.600
25.112,30.350
25.134,29.850
25.155,30.850
25.196,29.600
25.216,30.600
25.237,28.850
25.259,30.850
25.273,29.100
25.286,29.850
25.298,30.100
25.311,30.850
25.315,29.600
25.316,30.850
25.318,29.850
25.305,29.600
25.290,28.850
25.275,30.350
25.260,29.350
25.246,29.600
25.231,30.850
25.216,30.600
25.201,30.850
25.186,29.600
25.172,31.100
25.157,30.350
25.142,29.850
25.127,29.600
25.113,30.100
25.098,29.850
25.083,30.850
25.068,30.350
25.054,27.600
25.039,28.600
25.024,30.100
25.011,30.850
25.008,28.850
25.006,29.600
25.004,29.850
24.999,30.100
24.997,29.850
24.994,29.100
24.989,29.600
24.984,29.850
24.978,28.850
24.973,29.600
24.967,30.350
24.962,29.850
24.956,30.850
24.951,29.600
24.945,30.100
24.940,29.600
24.934,30.100
24.929,28.850
24.924,29.600
24.919,28.350
24.914,28.850
24.909,29.350
24.904,28.850
24.899,30.350
24.894,28.850
24.889,30.100
24.885,28.600
24.882,28.850
24.880,29.850
24.877,28.850
24.875,28.350
24.872,28.600
24.869,28.850
24.865,29.600
24.861,28.350
24.857,28.600
24.853,28.350
24.845,28.600
24.842,30.350
24.839,28.850
24.833,28.350
24.830,29.600
24.828,30.100
24.827,29.600
24.826,27.850
24.826,28.600
24.825,28.850
24.824,29.850
24.823,30.100
24.823,30.350
24.820,28.600
24.819,29.600
24.817,28.850
24.816,29.850
24.816,29.350
24.819,28.350
24.827,29.600
24.830,29.100
24.834,28.850
24.838,29.600
24.841,29.100
24.845,28.600
24.849,28.850
24.856,29.600
24.860,29.850
24.866,28.850
24.874,28.100
24.881,29.600
24.889,29.100
24.897,29.600
24.920,28.600
24.927,29.850
24.935,28.850
24.942,29.850
24.950,28.850
24.958,28.600
24.965,29.850
24.973,28.600
24.982,29.350
24.985,28.850
24.991,27.600
24.994,30.100
24.997,29.100
25.000,28.600
25.003,29.350
25.006,28.600
25.009,29.850
25.012,29.600
25.019,28.350
25.023,29.600
25.025,29.850
25.021,28.850
25.018,28.600
25.016,28.850
25.015,29.600
25.013,28.850
25.011,28.600
25.010,28.350
25.008,28.600
25.007,29.350
25.005,29.100
25.003,28.850
25.002,30.100
25.000,28.850
24.999,28.600
24.999,28.850
25.001,29.100
25.005,28.600
25.007,30.100
25.009,28.850
25.012,29.600
25.019,28.850
25.022,29.100
25.025,28.600
25.024,29.600
25.021,28.350
25.018,28.600
25.015,28.850
25.012,28.350
25.009,28.850
25.006,29.100
25.003,28.850
25.003,28.600
25.006,28.850
25.007,28.350
25.009,29.850
25.012,29.600
25.013,29.850
25.015,27.600
25.018,29.600
25.017,28.350
25.009,29.850
25.008,28.350
25.012,29.100
25.013,28.600
25.012,29.600
25.011,27.850
25.010,28.350
25.007,28.850
25.005,28.600
25.003,28.850
25.002,29.850
25.002,29.600
25.001,28.350
25.001,28.850
25.000,29.600
25.000,28.850
25.000,29.600
24.999,28.850
24.999,28.350
24.999,28.850
24.998,28.600
24.998,29.100
24.997,29.600
24.997,29.100
24.997,29.350
24.998,28.850
24.994,28.600
24.990,27.850
24.987,28.850
24.989,28.350
24.990,27.600
24.991,28.850
24.993,30.100
24.994,28.600
24.995,29.850
24.996,28.350
24.996,28.850
24.996,28.350
24.997,28.850
24.998,29.850
24.998,28.850
24.999,28.100
25.003,28.600
25.006,28.350
25.003,28.850
25.002,28.350
24.999,28.850
24.997,29.100
24.995,28.600
24.996,29.850
24.997,29.600
24.997,28.350
24.998,27.600
24.999,28.600
25.000,28.850
25.000,28.100
25.002,28.850
25.002,27.600
25.003,28.850
25.006,27.600
25.009,28.350
25.011,28.600
25.014,27.600
25.017,28.600
25.020,28.850
25.026,29.600
25.020,28.600
25.012,28.100
25.005,29.600
24.998,28.850
24.986,28.350
24.985,29.350
24.984,28.850
24.985,29.100
24.986,29.600
24.987,28.850
24.988,28.600
24.991,28.350
24.993,29.600
24.996,29.850
25.001,28.600
25.004,29.600
25.006,28.850
25.009,27.600
25.010,28.600
25.011,28.850
25.012,29.850
25.013,29.100
25.013,29.600
25.014,28.850
25.013,30.100
25.012,28.600
25.011,30.100
25.011,28.100
25.010,28.600
25.012,30.100
25.015,28.600
25.018,30.350
25.016,28.850
25.011,28.600
25.007,29.100
25.004,27.850
25.001,28.350
24.998,27.850
24.997,28.850
24.996,28.600
24.995,29.350
24.993,27.600
24.993,29.850
24.993,28.600
24.993,28.850
24.994,30.100
24.994,29.850
24.994,29.600
24.994,29.850
24.995,28.350
24.996,29.600
24.997,28.600
24.999,29.600
25.000,28.850
25.001,28.350
24.997,28.850
24.991,28.600
24.993,28.350
24.996,28.850
24.998,28.350
24.997,27.600
24.995,29.850
24.994,28.350
25.002,28.850
25.004,28.600
25.003,30.350
25.002,28.850
25.003,28.600
25.003,29.850
25.004,28.850
25.004,28.600
25.005,28.100
25.006,28.850
25.006,28.350
25.007,27.350
25.008,30.100
25.008,28.850
25.009,28.350
25.010,28.600
25.010,29.850
25.011,27.600
25.012,27.850
25.011,29.600
25.010,28.850
25.007,29.100
25.006,28.350
25.003,28.850
25.001,28.600
25.000,28.850
24.998,28.350
24.996,27.850
24.994,29.350
24.992,28.600
24.991,29.600
24.989,28.350
24.987,29.600
24.985,28.850
24.983,29.600
24.981,28.850
24.980,28.600
24.976,27.600
24.975,28.350
24.973,28.600
24.971,29.350
24.970,29.100
24.968,28.850
24.969,30.100
24.969,28.350
24.970,29.850
24.970,28.850
24.971,28.350
24.971,28.850
24.972,28.350
24.973,28.850
24.974,29.600
24.973,28.850
24.972,28.350
24.972,29.100
24.970,28.350
24.969,28.850
24.968,28.600
24.967,28.350
24.965,29.600
24.964,27.850
24.963,27.350
24.966,28.850
24.969,29.850
24.972,29.350
24.974,28.350
24.977,28.850
24.980,29.600
24.988,28.350
24.985,29.600
24.984,28.850
24.982,29.600
24.981,28.850
24.980,30.100
24.979,28.600
24.978,27.850
24.977,28.350
24.976,28.850
24.979,27.350
24.981,28.850
24.983,29.100
24.984,28.350
24.988,28.850
24.989,29.100
24.991,28.850
24.993,28.350
24.998,28.850
25.002,28.350
25.010,27.600
25.014,28.350
25.019,28.850
25.024,28.350
25.030,29.350
25.035,30.350
25.040,28.350
25.046,28.600
25.051,28.850
25.062,28.350
25.066,30.100
25.069,28.850
25.070,28.600
25.069,28.350
25.067,29.350
25.066,30.100
25.064,28.850
25.061,27.600
25.060,28.850
25.058,28.600
25.057,28.350
25.054,28.850
25.047,29.850
25.045,28.600
25.043,30.100
25.040,28.600
25.038,28.850
25.029,29.600
25.023,28.850
25.017,28.350
25.014,28.850
25.015,27.350
25.019,30.100
25.021,28.350
25.023,29.600
25.025,29.350
25.027,29.100
25.029,28.850
25.035,28.350
25.037,29.100
25.040,29.600
25.043,28.850
25.046,27.600
25.049,28.350
25.052,29.350
25.055,28.850
25.057,28.600
25.060,28.850
25.063,29.600
25.066,29.850
25.065,29.100
25.062,28.600
25.059,29.600
25.056,28.600
25.050,30.350
25.047,28.850
25.044,28.600
25.042,29.350
25.040,28.350
25.037,29.600
25.034,28.600
25.030,28.850
25.023,29.100
25.020,29.600
25.015,28.350
25.012,28.600
25.009,28.850
25.003,28.350
24.999,28.600
24.996,29.850
24.992,28.850
24.989,28.600
24.985,28.850
24.975,28.600
24.971,29.600
24.968,28.350
24.964,29.850
24.961,28.350
24.957,28.600
24.954,28.350
24.950,28.600
24.947,27.850
24.947,29.600
24.947,28.600
24.947,28.350
24.947,28.850
24.947,28.350
24.947,28.600
24.947,28.850
24.947,29.600
24.947,28.850
24.947,29.600
